stationId,pollutant,start_time,counts
aotizhongxin_aq,PM2.5,2017-03-10 19:00:00,5
aotizhongxin_aq,PM2.5,2017-03-11 01:00:00,4
aotizhongxin_aq,PM2.5,2017-03-11 06:00:00,6
aotizhongxin_aq,PM2.5,2017-03-11 15:00:00,5
aotizhongxin_aq,PM2.5,2017-03-11 21:00:00,3
aotizhongxin_aq,PM2.5,2017-03-12 02:00:00,1
aotizhongxin_aq,PM2.5,2017-03-12 05:00:00,2
aotizhongxin_aq,PM2.5,2017-03-12 08:00:00,5
aotizhongxin_aq,PM2.5,2017-03-12 14:00:00,6
aotizhongxin_aq,PM2.5,2017-03-12 21:00:00,2
aotizhongxin_aq,PM2.5,2017-03-13 01:00:00,1
aotizhongxin_aq,PM2.5,2017-03-13 03:00:00,3
aotizhongxin_aq,PM2.5,2017-03-13 08:00:00,16
aotizhongxin_aq,PM2.5,2017-03-14 01:00:00,1
aotizhongxin_aq,PM2.5,2017-03-14 03:00:00,9
aotizhongxin_aq,PM2.5,2017-03-14 13:00:00,3
aotizhongxin_aq,PM2.5,2017-03-14 18:00:00,3
aotizhongxin_aq,PM2.5,2017-03-15 02:00:00,3
aotizhongxin_aq,PM2.5,2017-03-15 07:00:00,1
aotizhongxin_aq,PM2.5,2017-03-15 09:00:00,1
aotizhongxin_aq,PM2.5,2017-03-15 21:00:00,4
aotizhongxin_aq,PM2.5,2017-03-16 02:00:00,1
aotizhongxin_aq,PM2.5,2017-03-16 04:00:00,6
aotizhongxin_aq,PM2.5,2017-03-20 13:00:00,8
aotizhongxin_aq,PM2.5,2017-03-21 04:00:00,2
aotizhongxin_aq,PM2.5,2017-03-22 06:00:00,3
aotizhongxin_aq,PM2.5,2017-03-28 14:00:00,1
aotizhongxin_aq,PM2.5,2017-03-28 17:00:00,2
aotizhongxin_aq,PM2.5,2017-03-28 21:00:00,3
aotizhongxin_aq,PM2.5,2017-03-29 02:00:00,1
aotizhongxin_aq,PM2.5,2017-04-11 06:00:00,2
aotizhongxin_aq,PM2.5,2017-04-14 07:00:00,1
aotizhongxin_aq,PM2.5,2017-04-17 06:00:00,1
aotizhongxin_aq,PM2.5,2017-04-19 15:00:00,2
aotizhongxin_aq,PM2.5,2017-04-19 19:00:00,2
aotizhongxin_aq,PM2.5,2017-04-19 23:00:00,3
aotizhongxin_aq,PM2.5,2017-04-20 08:00:00,3
aotizhongxin_aq,PM2.5,2017-04-20 15:00:00,3
aotizhongxin_aq,PM2.5,2017-04-20 19:00:00,4
aotizhongxin_aq,PM2.5,2017-04-21 00:00:00,1
aotizhongxin_aq,PM2.5,2017-04-21 03:00:00,3
aotizhongxin_aq,PM2.5,2017-04-21 07:00:00,2
aotizhongxin_aq,PM2.5,2017-04-21 11:00:00,2
aotizhongxin_aq,PM2.5,2017-04-21 16:00:00,2
aotizhongxin_aq,PM2.5,2017-04-21 19:00:00,2
aotizhongxin_aq,PM2.5,2017-04-21 23:00:00,3
aotizhongxin_aq,PM2.5,2017-04-22 04:00:00,3
aotizhongxin_aq,PM2.5,2017-04-22 11:00:00,3
aotizhongxin_aq,PM2.5,2017-04-22 20:00:00,2
aotizhongxin_aq,PM2.5,2017-04-23 00:00:00,1
aotizhongxin_aq,PM2.5,2017-04-23 02:00:00,3
aotizhongxin_aq,PM2.5,2017-04-23 07:00:00,18
aotizhongxin_aq,PM2.5,2017-04-25 03:00:00,3
aotizhongxin_aq,PM2.5,2017-04-25 09:00:00,2
aotizhongxin_aq,PM2.5,2017-04-27 09:00:00,1
aotizhongxin_aq,PM2.5,2017-04-28 03:00:00,1
aotizhongxin_aq,PM2.5,2017-04-28 06:00:00,2
aotizhongxin_aq,PM2.5,2017-04-30 03:00:00,1
aotizhongxin_aq,PM2.5,2017-05-05 07:00:00,1
aotizhongxin_aq,PM2.5,2017-05-05 18:00:00,5
aotizhongxin_aq,PM2.5,2017-05-06 08:00:00,2
aotizhongxin_aq,PM2.5,2017-05-06 19:00:00,1
aotizhongxin_aq,PM2.5,2017-05-07 16:00:00,1
aotizhongxin_aq,PM2.5,2017-05-12 20:00:00,1
aotizhongxin_aq,PM2.5,2017-05-13 15:00:00,1
aotizhongxin_aq,PM2.5,2017-05-18 09:00:00,246
aotizhongxin_aq,PM2.5,2017-05-29 16:00:00,38
aotizhongxin_aq,PM2.5,2017-05-31 16:00:00,8
aotizhongxin_aq,PM2.5,2017-06-01 16:00:00,7
aotizhongxin_aq,PM2.5,2017-06-02 03:00:00,1
aotizhongxin_aq,PM2.5,2017-06-02 16:00:00,9
aotizhongxin_aq,PM2.5,2017-06-04 16:00:00,7
aotizhongxin_aq,PM2.5,2017-06-05 10:00:00,4
aotizhongxin_aq,PM2.5,2017-06-06 16:00:00,1
aotizhongxin_aq,PM2.5,2017-06-17 21:00:00,1
aotizhongxin_aq,PM2.5,2017-06-22 09:00:00,1
aotizhongxin_aq,PM2.5,2017-06-22 18:00:00,1
aotizhongxin_aq,PM2.5,2017-06-26 16:00:00,1
aotizhongxin_aq,PM2.5,2017-06-29 22:00:00,1
aotizhongxin_aq,PM2.5,2017-06-30 12:00:00,1
aotizhongxin_aq,PM2.5,2017-07-01 16:00:00,168
aotizhongxin_aq,PM2.5,2017-07-09 01:00:00,12
aotizhongxin_aq,PM2.5,2017-07-12 07:00:00,44
aotizhongxin_aq,PM2.5,2017-07-19 03:00:00,2
aotizhongxin_aq,PM2.5,2017-07-21 05:00:00,1
aotizhongxin_aq,PM2.5,2017-07-22 18:00:00,7
aotizhongxin_aq,PM2.5,2017-07-27 09:00:00,1
aotizhongxin_aq,PM2.5,2017-07-28 22:00:00,1
aotizhongxin_aq,PM2.5,2017-08-05 01:00:00,2
aotizhongxin_aq,PM2.5,2017-08-11 22:00:00,1
aotizhongxin_aq,PM2.5,2017-08-13 11:00:00,1
aotizhongxin_aq,PM2.5,2017-08-13 16:00:00,1
aotizhongxin_aq,PM2.5,2017-08-14 23:00:00,1
aotizhongxin_aq,PM2.5,2017-08-21 20:00:00,1
aotizhongxin_aq,PM2.5,2017-08-23 02:00:00,1
aotizhongxin_aq,PM2.5,2017-08-24 17:00:00,2
aotizhongxin_aq,PM2.5,2017-08-25 17:00:00,5
aotizhongxin_aq,PM2.5,2017-08-31 03:00:00,3
aotizhongxin_aq,PM2.5,2017-09-02 05:00:00,1
aotizhongxin_aq,PM2.5,2017-09-12 00:00:00,1
aotizhongxin_aq,PM2.5,2017-09-12 09:00:00,2
aotizhongxin_aq,PM2.5,2017-09-14 23:00:00,1
aotizhongxin_aq,PM2.5,2017-09-15 15:00:00,4
aotizhongxin_aq,PM2.5,2017-09-17 00:00:00,1
aotizhongxin_aq,PM2.5,2017-09-26 02:00:00,2
aotizhongxin_aq,PM2.5,2017-09-28 15:00:00,1
aotizhongxin_aq,PM2.5,2017-10-04 01:00:00,1
aotizhongxin_aq,PM2.5,2017-10-05 21:00:00,1
aotizhongxin_aq,PM2.5,2017-10-07 19:00:00,1
aotizhongxin_aq,PM2.5,2017-10-08 12:00:00,1
aotizhongxin_aq,PM2.5,2017-10-27 19:00:00,3
aotizhongxin_aq,PM2.5,2017-11-02 11:00:00,2
aotizhongxin_aq,PM2.5,2017-11-20 20:00:00,5
aotizhongxin_aq,PM2.5,2017-11-24 06:00:00,4
aotizhongxin_aq,PM2.5,2017-11-24 17:00:00,1
aotizhongxin_aq,PM2.5,2017-11-24 21:00:00,3
aotizhongxin_aq,PM2.5,2017-11-29 06:00:00,2
aotizhongxin_aq,PM2.5,2017-12-07 06:00:00,1
aotizhongxin_aq,PM2.5,2017-12-07 12:00:00,2
aotizhongxin_aq,PM2.5,2017-12-07 18:00:00,2
aotizhongxin_aq,PM2.5,2017-12-08 03:00:00,2
aotizhongxin_aq,PM2.5,2017-12-11 01:00:00,1
aotizhongxin_aq,PM2.5,2017-12-20 05:00:00,1
aotizhongxin_aq,PM2.5,2017-12-21 07:00:00,2
aotizhongxin_aq,PM2.5,2017-12-27 03:00:00,3
aotizhongxin_aq,PM2.5,2017-12-27 17:00:00,1
aotizhongxin_aq,PM2.5,2017-12-27 20:00:00,1
aotizhongxin_aq,PM2.5,2018-01-18 02:00:00,2
aotizhongxin_aq,PM2.5,2018-01-23 11:00:00,1
aotizhongxin_aq,PM2.5,2018-01-24 03:00:00,2
aotizhongxin_aq,PM2.5,2018-01-25 06:00:00,1
aotizhongxin_aq,PM2.5,2018-02-08 06:00:00,1
aotizhongxin_aq,PM2.5,2018-02-11 21:00:00,1
aotizhongxin_aq,PM2.5,2018-02-15 04:00:00,1
aotizhongxin_aq,PM2.5,2018-02-17 11:00:00,1
aotizhongxin_aq,PM2.5,2018-02-23 01:00:00,1
aotizhongxin_aq,PM2.5,2018-02-23 08:00:00,1
aotizhongxin_aq,PM2.5,2018-02-23 10:00:00,3
aotizhongxin_aq,PM2.5,2018-02-25 19:00:00,1
aotizhongxin_aq,PM2.5,2018-03-01 04:00:00,1
aotizhongxin_aq,PM2.5,2018-03-08 07:00:00,1
aotizhongxin_aq,PM2.5,2018-03-18 09:00:00,1
aotizhongxin_aq,PM2.5,2018-03-21 05:00:00,5
aotizhongxin_aq,PM2.5,2018-03-23 03:00:00,3
aotizhongxin_aq,PM2.5,2018-03-30 02:00:00,1
aotizhongxin_aq,PM2.5,2018-03-31 16:00:00,10
aotizhongxin_aq,PM2.5,2018-04-01 07:00:00,1
aotizhongxin_aq,PM2.5,2018-04-01 14:00:00,1
aotizhongxin_aq,PM2.5,2018-04-01 16:00:00,1
aotizhongxin_aq,PM2.5,2018-04-02 00:00:00,1
aotizhongxin_aq,PM2.5,2018-04-02 19:00:00,1
aotizhongxin_aq,PM2.5,2018-04-04 04:00:00,1
aotizhongxin_aq,PM2.5,2018-04-04 11:00:00,1
aotizhongxin_aq,PM2.5,2018-04-04 22:00:00,1
aotizhongxin_aq,PM2.5,2018-04-05 02:00:00,1
aotizhongxin_aq,PM2.5,2018-04-05 07:00:00,1
aotizhongxin_aq,PM2.5,2018-04-05 19:00:00,1
aotizhongxin_aq,PM2.5,2018-04-06 01:00:00,1
aotizhongxin_aq,PM2.5,2018-04-06 14:00:00,1
aotizhongxin_aq,PM2.5,2018-04-06 16:00:00,3
aotizhongxin_aq,PM2.5,2018-04-07 00:00:00,1
aotizhongxin_aq,PM2.5,2018-04-07 08:00:00,1
aotizhongxin_aq,PM2.5,2018-04-09 07:00:00,1
aotizhongxin_aq,PM2.5,2018-04-09 18:00:00,1
aotizhongxin_aq,PM2.5,2018-04-11 00:00:00,1
aotizhongxin_aq,PM2.5,2018-04-12 07:00:00,1
aotizhongxin_aq,PM2.5,2018-04-12 12:00:00,1
aotizhongxin_aq,PM2.5,2018-04-12 15:00:00,1
aotizhongxin_aq,PM2.5,2018-04-13 21:00:00,1
aotizhongxin_aq,PM2.5,2018-04-14 01:00:00,1
aotizhongxin_aq,PM2.5,2018-04-14 11:00:00,1
aotizhongxin_aq,PM2.5,2018-04-16 01:00:00,1
aotizhongxin_aq,PM2.5,2018-04-16 03:00:00,1
aotizhongxin_aq,PM2.5,2018-04-17 12:00:00,1
aotizhongxin_aq,PM2.5,2018-04-17 18:00:00,1
aotizhongxin_aq,PM2.5,2018-04-18 03:00:00,2
aotizhongxin_aq,PM2.5,2018-04-18 06:00:00,1
aotizhongxin_aq,PM2.5,2018-04-19 06:00:00,1
aotizhongxin_aq,PM2.5,2018-04-19 16:00:00,2
aotizhongxin_aq,PM2.5,2018-04-20 22:00:00,1
aotizhongxin_aq,PM2.5,2018-04-21 03:00:00,1
aotizhongxin_aq,PM2.5,2018-04-21 11:00:00,1
aotizhongxin_aq,PM2.5,2018-04-22 01:00:00,1
aotizhongxin_aq,PM2.5,2018-04-22 20:00:00,1
aotizhongxin_aq,PM2.5,2018-04-22 22:00:00,2
aotizhongxin_aq,PM2.5,2018-04-24 09:00:00,2
aotizhongxin_aq,PM2.5,2018-04-25 08:00:00,2
aotizhongxin_aq,PM2.5,2018-04-26 05:00:00,1
aotizhongxin_aq,PM2.5,2018-04-26 14:00:00,1
aotizhongxin_aq,PM2.5,2018-04-27 02:00:00,1
aotizhongxin_aq,PM2.5,2018-04-28 05:00:00,1
aotizhongxin_aq,PM2.5,2018-04-29 00:00:00,1
aotizhongxin_aq,PM2.5,2018-04-29 16:00:00,2
aotizhongxin_aq,PM2.5,2018-04-30 11:00:00,1
aotizhongxin_aq,PM2.5,2018-04-30 18:00:00,1
aotizhongxin_aq,PM10,2017-01-01 19:00:00,9
aotizhongxin_aq,PM10,2017-01-02 05:00:00,1
aotizhongxin_aq,PM10,2017-01-02 07:00:00,25
aotizhongxin_aq,PM10,2017-01-03 09:00:00,1
aotizhongxin_aq,PM10,2017-01-03 14:00:00,1
aotizhongxin_aq,PM10,2017-01-03 18:00:00,1
aotizhongxin_aq,PM10,2017-01-03 23:00:00,2
aotizhongxin_aq,PM10,2017-01-04 03:00:00,4
aotizhongxin_aq,PM10,2017-01-04 08:00:00,13
aotizhongxin_aq,PM10,2017-01-05 00:00:00,11
aotizhongxin_aq,PM10,2017-01-05 12:00:00,91
aotizhongxin_aq,PM10,2017-01-09 08:00:00,1
aotizhongxin_aq,PM10,2017-01-09 15:00:00,1
aotizhongxin_aq,PM10,2017-01-09 17:00:00,2
aotizhongxin_aq,PM10,2017-01-09 21:00:00,4
aotizhongxin_aq,PM10,2017-01-10 02:00:00,1
aotizhongxin_aq,PM10,2017-01-10 08:00:00,1
aotizhongxin_aq,PM10,2017-01-11 00:00:00,1
aotizhongxin_aq,PM10,2017-01-11 06:00:00,1
aotizhongxin_aq,PM10,2017-01-13 21:00:00,1
aotizhongxin_aq,PM10,2017-01-14 03:00:00,1
aotizhongxin_aq,PM10,2017-01-16 02:00:00,4
aotizhongxin_aq,PM10,2017-01-16 08:00:00,1
aotizhongxin_aq,PM10,2017-01-16 14:00:00,2
aotizhongxin_aq,PM10,2017-01-16 17:00:00,6
aotizhongxin_aq,PM10,2017-01-17 04:00:00,4
aotizhongxin_aq,PM10,2017-01-17 09:00:00,1
aotizhongxin_aq,PM10,2017-01-17 12:00:00,5
aotizhongxin_aq,PM10,2017-01-17 19:00:00,2
aotizhongxin_aq,PM10,2017-01-18 03:00:00,3
aotizhongxin_aq,PM10,2017-01-19 14:00:00,1
aotizhongxin_aq,PM10,2017-01-19 16:00:00,1
aotizhongxin_aq,PM10,2017-01-20 04:00:00,1
aotizhongxin_aq,PM10,2017-01-20 06:00:00,1
aotizhongxin_aq,PM10,2017-01-20 10:00:00,1
aotizhongxin_aq,PM10,2017-01-20 21:00:00,1
aotizhongxin_aq,PM10,2017-01-21 17:00:00,1
aotizhongxin_aq,PM10,2017-01-22 01:00:00,1
aotizhongxin_aq,PM10,2017-01-22 03:00:00,1
aotizhongxin_aq,PM10,2017-01-22 12:00:00,1
aotizhongxin_aq,PM10,2017-01-22 16:00:00,1
aotizhongxin_aq,PM10,2017-01-22 18:00:00,3
aotizhongxin_aq,PM10,2017-01-23 04:00:00,1
aotizhongxin_aq,PM10,2017-01-23 15:00:00,1
aotizhongxin_aq,PM10,2017-01-23 17:00:00,1
aotizhongxin_aq,PM10,2017-01-23 21:00:00,1
aotizhongxin_aq,PM10,2017-01-23 23:00:00,2
aotizhongxin_aq,PM10,2017-01-24 04:00:00,1
aotizhongxin_aq,PM10,2017-01-24 09:00:00,1
aotizhongxin_aq,PM10,2017-01-24 12:00:00,5
aotizhongxin_aq,PM10,2017-01-24 19:00:00,35
aotizhongxin_aq,PM10,2017-01-26 08:00:00,17
aotizhongxin_aq,PM10,2017-01-27 02:00:00,1
aotizhongxin_aq,PM10,2017-01-27 05:00:00,2
aotizhongxin_aq,PM10,2017-01-28 18:00:00,1
aotizhongxin_aq,PM10,2017-01-29 19:00:00,1
aotizhongxin_aq,PM10,2017-01-29 22:00:00,2
aotizhongxin_aq,PM10,2017-01-30 02:00:00,5
aotizhongxin_aq,PM10,2017-01-30 08:00:00,1
aotizhongxin_aq,PM10,2017-01-30 19:00:00,3
aotizhongxin_aq,PM10,2017-01-30 23:00:00,1
aotizhongxin_aq,PM10,2017-01-31 01:00:00,2
aotizhongxin_aq,PM10,2017-01-31 04:00:00,4
aotizhongxin_aq,PM10,2017-01-31 09:00:00,1
aotizhongxin_aq,PM10,2017-01-31 12:00:00,2
aotizhongxin_aq,PM10,2017-02-01 05:00:00,2
aotizhongxin_aq,PM10,2017-02-01 08:00:00,1
aotizhongxin_aq,PM10,2017-02-01 10:00:00,17
aotizhongxin_aq,PM10,2017-02-02 06:00:00,2
aotizhongxin_aq,PM10,2017-02-02 16:00:00,1
aotizhongxin_aq,PM10,2017-02-02 20:00:00,4
aotizhongxin_aq,PM10,2017-02-03 01:00:00,2
aotizhongxin_aq,PM10,2017-02-03 06:00:00,2
aotizhongxin_aq,PM10,2017-02-03 11:00:00,1
aotizhongxin_aq,PM10,2017-02-03 14:00:00,18
aotizhongxin_aq,PM10,2017-02-04 09:00:00,22
aotizhongxin_aq,PM10,2017-02-05 15:00:00,1
aotizhongxin_aq,PM10,2017-02-05 21:00:00,1
aotizhongxin_aq,PM10,2017-02-06 02:00:00,6
aotizhongxin_aq,PM10,2017-02-06 15:00:00,2
aotizhongxin_aq,PM10,2017-02-06 20:00:00,4
aotizhongxin_aq,PM10,2017-02-07 05:00:00,2
aotizhongxin_aq,PM10,2017-02-07 10:00:00,5
aotizhongxin_aq,PM10,2017-02-07 19:00:00,1
aotizhongxin_aq,PM10,2017-02-07 21:00:00,2
aotizhongxin_aq,PM10,2017-02-08 02:00:00,1
aotizhongxin_aq,PM10,2017-02-08 05:00:00,1
aotizhongxin_aq,PM10,2017-02-08 10:00:00,1
aotizhongxin_aq,PM10,2017-02-08 15:00:00,10
aotizhongxin_aq,PM10,2017-02-09 02:00:00,2
aotizhongxin_aq,PM10,2017-02-09 05:00:00,2
aotizhongxin_aq,PM10,2017-02-10 02:00:00,1
aotizhongxin_aq,PM10,2017-02-10 20:00:00,1
aotizhongxin_aq,PM10,2017-02-11 07:00:00,1
aotizhongxin_aq,PM10,2017-02-11 18:00:00,3
aotizhongxin_aq,PM10,2017-02-12 06:00:00,1
aotizhongxin_aq,PM10,2017-02-12 20:00:00,1
aotizhongxin_aq,PM10,2017-02-12 23:00:00,1
aotizhongxin_aq,PM10,2017-02-13 03:00:00,4
aotizhongxin_aq,PM10,2017-02-13 08:00:00,1
aotizhongxin_aq,PM10,2017-02-13 15:00:00,3
aotizhongxin_aq,PM10,2017-02-13 19:00:00,2
aotizhongxin_aq,PM10,2017-02-14 04:00:00,46
aotizhongxin_aq,PM10,2017-02-17 04:00:00,4
aotizhongxin_aq,PM10,2017-02-18 16:00:00,1
aotizhongxin_aq,PM10,2017-02-18 19:00:00,1
aotizhongxin_aq,PM10,2017-02-18 21:00:00,3
aotizhongxin_aq,PM10,2017-02-19 04:00:00,4
aotizhongxin_aq,PM10,2017-02-19 16:00:00,1
aotizhongxin_aq,PM10,2017-02-19 18:00:00,1
aotizhongxin_aq,PM10,2017-02-19 21:00:00,1
aotizhongxin_aq,PM10,2017-02-20 07:00:00,2
aotizhongxin_aq,PM10,2017-02-20 10:00:00,1
aotizhongxin_aq,PM10,2017-02-20 16:00:00,1
aotizhongxin_aq,PM10,2017-02-20 20:00:00,2
aotizhongxin_aq,PM10,2017-02-20 23:00:00,2
aotizhongxin_aq,PM10,2017-02-21 03:00:00,7
aotizhongxin_aq,PM10,2017-02-21 13:00:00,22
aotizhongxin_aq,PM10,2017-02-22 18:00:00,1
aotizhongxin_aq,PM10,2017-02-22 20:00:00,1
aotizhongxin_aq,PM10,2017-02-23 04:00:00,3
aotizhongxin_aq,PM10,2017-02-23 09:00:00,1
aotizhongxin_aq,PM10,2017-02-24 04:00:00,1
aotizhongxin_aq,PM10,2017-02-24 07:00:00,1
aotizhongxin_aq,PM10,2017-02-24 18:00:00,1
aotizhongxin_aq,PM10,2017-02-24 21:00:00,1
aotizhongxin_aq,PM10,2017-02-25 04:00:00,2
aotizhongxin_aq,PM10,2017-02-26 01:00:00,1
aotizhongxin_aq,PM10,2017-02-26 04:00:00,3
aotizhongxin_aq,PM10,2017-02-26 21:00:00,1
aotizhongxin_aq,PM10,2017-02-27 03:00:00,3
aotizhongxin_aq,PM10,2017-02-27 08:00:00,1
aotizhongxin_aq,PM10,2017-02-27 16:00:00,2
aotizhongxin_aq,PM10,2017-02-28 06:00:00,1
aotizhongxin_aq,PM10,2017-03-03 17:00:00,3
aotizhongxin_aq,PM10,2017-03-03 23:00:00,1
aotizhongxin_aq,PM10,2017-03-04 16:00:00,3
aotizhongxin_aq,PM10,2017-03-05 03:00:00,2
aotizhongxin_aq,PM10,2017-03-07 01:00:00,1
aotizhongxin_aq,PM10,2017-03-07 03:00:00,1
aotizhongxin_aq,PM10,2017-03-07 14:00:00,1
aotizhongxin_aq,PM10,2017-03-08 20:00:00,1
aotizhongxin_aq,PM10,2017-03-09 02:00:00,1
aotizhongxin_aq,PM10,2017-03-09 04:00:00,2
aotizhongxin_aq,PM10,2017-03-09 07:00:00,3
aotizhongxin_aq,PM10,2017-03-09 11:00:00,1
aotizhongxin_aq,PM10,2017-03-09 14:00:00,1
aotizhongxin_aq,PM10,2017-03-09 16:00:00,1
aotizhongxin_aq,PM10,2017-03-09 20:00:00,1
aotizhongxin_aq,PM10,2017-03-09 22:00:00,2
aotizhongxin_aq,PM10,2017-03-10 03:00:00,1
aotizhongxin_aq,PM10,2017-03-10 05:00:00,1
aotizhongxin_aq,PM10,2017-03-10 09:00:00,1
aotizhongxin_aq,PM10,2017-03-10 11:00:00,2
aotizhongxin_aq,PM10,2017-03-10 17:00:00,1
aotizhongxin_aq,PM10,2017-03-10 19:00:00,5
aotizhongxin_aq,PM10,2017-03-11 01:00:00,4
aotizhongxin_aq,PM10,2017-03-11 06:00:00,6
aotizhongxin_aq,PM10,2017-03-11 15:00:00,5
aotizhongxin_aq,PM10,2017-03-11 21:00:00,3
aotizhongxin_aq,PM10,2017-03-12 02:00:00,5
aotizhongxin_aq,PM10,2017-03-12 08:00:00,5
aotizhongxin_aq,PM10,2017-03-12 14:00:00,6
aotizhongxin_aq,PM10,2017-03-12 21:00:00,2
aotizhongxin_aq,PM10,2017-03-13 01:00:00,1
aotizhongxin_aq,PM10,2017-03-13 03:00:00,3
aotizhongxin_aq,PM10,2017-03-13 08:00:00,16
aotizhongxin_aq,PM10,2017-03-14 01:00:00,1
aotizhongxin_aq,PM10,2017-03-14 03:00:00,9
aotizhongxin_aq,PM10,2017-03-14 13:00:00,3
aotizhongxin_aq,PM10,2017-03-14 18:00:00,3
aotizhongxin_aq,PM10,2017-03-15 02:00:00,3
aotizhongxin_aq,PM10,2017-03-15 07:00:00,3
aotizhongxin_aq,PM10,2017-03-15 21:00:00,4
aotizhongxin_aq,PM10,2017-03-16 02:00:00,1
aotizhongxin_aq,PM10,2017-03-16 04:00:00,4
aotizhongxin_aq,PM10,2017-03-17 06:00:00,4
aotizhongxin_aq,PM10,2017-03-17 19:00:00,3
aotizhongxin_aq,PM10,2017-03-18 01:00:00,9
aotizhongxin_aq,PM10,2017-03-18 11:00:00,1
aotizhongxin_aq,PM10,2017-03-18 15:00:00,3
aotizhongxin_aq,PM10,2017-03-18 19:00:00,16
aotizhongxin_aq,PM10,2017-03-19 12:00:00,5
aotizhongxin_aq,PM10,2017-03-19 18:00:00,5
aotizhongxin_aq,PM10,2017-03-20 00:00:00,2
aotizhongxin_aq,PM10,2017-03-20 06:00:00,14
aotizhongxin_aq,PM10,2017-03-20 21:00:00,4
aotizhongxin_aq,PM10,2017-03-21 02:00:00,2
aotizhongxin_aq,PM10,2017-03-21 06:00:00,3
aotizhongxin_aq,PM10,2017-03-22 06:00:00,3
aotizhongxin_aq,PM10,2017-03-22 16:00:00,64
aotizhongxin_aq,PM10,2017-03-26 04:00:00,1
aotizhongxin_aq,PM10,2017-03-26 06:00:00,1
aotizhongxin_aq,PM10,2017-03-27 02:00:00,1
aotizhongxin_aq,PM10,2017-03-27 04:00:00,1
