,time,time_dt,year,month,day,weekday,hour
127,2017-01-06 21:00:00,2017-01-06 21:00:00,2017,1,6,4,21
128,2017-01-06 22:00:00,2017-01-06 22:00:00,2017,1,6,4,22
129,2017-01-06 23:00:00,2017-01-06 23:00:00,2017,1,6,4,23
130,2017-01-07 00:00:00,2017-01-07 00:00:00,2017,1,7,5,0
131,2017-01-07 01:00:00,2017-01-07 01:00:00,2017,1,7,5,1
132,2017-01-07 02:00:00,2017-01-07 02:00:00,2017,1,7,5,2
133,2017-01-07 03:00:00,2017-01-07 03:00:00,2017,1,7,5,3
134,2017-01-07 04:00:00,2017-01-07 04:00:00,2017,1,7,5,4
135,2017-01-07 05:00:00,2017-01-07 05:00:00,2017,1,7,5,5
136,2017-01-07 06:00:00,2017-01-07 06:00:00,2017,1,7,5,6
137,2017-01-07 07:00:00,2017-01-07 07:00:00,2017,1,7,5,7
138,2017-01-07 08:00:00,2017-01-07 08:00:00,2017,1,7,5,8
139,2017-01-07 09:00:00,2017-01-07 09:00:00,2017,1,7,5,9
140,2017-01-07 10:00:00,2017-01-07 10:00:00,2017,1,7,5,10
141,2017-01-07 11:00:00,2017-01-07 11:00:00,2017,1,7,5,11
142,2017-01-07 12:00:00,2017-01-07 12:00:00,2017,1,7,5,12
143,2017-01-07 13:00:00,2017-01-07 13:00:00,2017,1,7,5,13
144,2017-01-07 14:00:00,2017-01-07 14:00:00,2017,1,7,5,14
145,2017-01-07 15:00:00,2017-01-07 15:00:00,2017,1,7,5,15
146,2017-01-07 16:00:00,2017-01-07 16:00:00,2017,1,7,5,16
147,2017-01-07 17:00:00,2017-01-07 17:00:00,2017,1,7,5,17
148,2017-01-07 18:00:00,2017-01-07 18:00:00,2017,1,7,5,18
149,2017-01-07 19:00:00,2017-01-07 19:00:00,2017,1,7,5,19
150,2017-01-07 20:00:00,2017-01-07 20:00:00,2017,1,7,5,20
151,2017-01-07 21:00:00,2017-01-07 21:00:00,2017,1,7,5,21
152,2017-01-07 22:00:00,2017-01-07 22:00:00,2017,1,7,5,22
153,2017-01-07 23:00:00,2017-01-07 23:00:00,2017,1,7,5,23
154,2017-01-08 00:00:00,2017-01-08 00:00:00,2017,1,8,6,0
155,2017-01-08 01:00:00,2017-01-08 01:00:00,2017,1,8,6,1
156,2017-01-08 02:00:00,2017-01-08 02:00:00,2017,1,8,6,2
157,2017-01-08 03:00:00,2017-01-08 03:00:00,2017,1,8,6,3
158,2017-01-08 04:00:00,2017-01-08 04:00:00,2017,1,8,6,4
159,2017-01-08 05:00:00,2017-01-08 05:00:00,2017,1,8,6,5
160,2017-01-08 06:00:00,2017-01-08 06:00:00,2017,1,8,6,6
161,2017-01-08 07:00:00,2017-01-08 07:00:00,2017,1,8,6,7
162,2017-01-08 08:00:00,2017-01-08 08:00:00,2017,1,8,6,8
163,2017-01-08 09:00:00,2017-01-08 09:00:00,2017,1,8,6,9
164,2017-01-08 10:00:00,2017-01-08 10:00:00,2017,1,8,6,10
165,2017-01-08 11:00:00,2017-01-08 11:00:00,2017,1,8,6,11
166,2017-01-08 12:00:00,2017-01-08 12:00:00,2017,1,8,6,12
167,2017-01-08 13:00:00,2017-01-08 13:00:00,2017,1,8,6,13
168,2017-01-08 14:00:00,2017-01-08 14:00:00,2017,1,8,6,14
169,2017-01-08 15:00:00,2017-01-08 15:00:00,2017,1,8,6,15
170,2017-01-08 16:00:00,2017-01-08 16:00:00,2017,1,8,6,16
171,2017-01-08 17:00:00,2017-01-08 17:00:00,2017,1,8,6,17
172,2017-01-08 18:00:00,2017-01-08 18:00:00,2017,1,8,6,18
173,2017-01-08 19:00:00,2017-01-08 19:00:00,2017,1,8,6,19
174,2017-01-08 20:00:00,2017-01-08 20:00:00,2017,1,8,6,20
175,2017-01-08 21:00:00,2017-01-08 21:00:00,2017,1,8,6,21
176,2017-01-08 22:00:00,2017-01-08 22:00:00,2017,1,8,6,22
177,2017-01-08 23:00:00,2017-01-08 23:00:00,2017,1,8,6,23
178,2017-01-09 00:00:00,2017-01-09 00:00:00,2017,1,9,0,0
179,2017-01-09 01:00:00,2017-01-09 01:00:00,2017,1,9,0,1
180,2017-01-09 02:00:00,2017-01-09 02:00:00,2017,1,9,0,2
181,2017-01-09 03:00:00,2017-01-09 03:00:00,2017,1,9,0,3
182,2017-01-09 04:00:00,2017-01-09 04:00:00,2017,1,9,0,4
183,2017-01-09 05:00:00,2017-01-09 05:00:00,2017,1,9,0,5
184,2017-01-09 06:00:00,2017-01-09 06:00:00,2017,1,9,0,6
185,2017-01-09 07:00:00,2017-01-09 07:00:00,2017,1,9,0,7
186,2017-01-09 08:00:00,2017-01-09 08:00:00,2017,1,9,0,8
187,2017-01-09 09:00:00,2017-01-09 09:00:00,2017,1,9,0,9
188,2017-01-09 10:00:00,2017-01-09 10:00:00,2017,1,9,0,10
189,2017-01-09 11:00:00,2017-01-09 11:00:00,2017,1,9,0,11
190,2017-01-09 12:00:00,2017-01-09 12:00:00,2017,1,9,0,12
191,2017-01-09 13:00:00,2017-01-09 13:00:00,2017,1,9,0,13
192,2017-01-09 14:00:00,2017-01-09 14:00:00,2017,1,9,0,14
193,2017-01-09 15:00:00,2017-01-09 15:00:00,2017,1,9,0,15
194,2017-01-09 16:00:00,2017-01-09 16:00:00,2017,1,9,0,16
195,2017-01-09 17:00:00,2017-01-09 17:00:00,2017,1,9,0,17
196,2017-01-09 18:00:00,2017-01-09 18:00:00,2017,1,9,0,18
197,2017-01-09 19:00:00,2017-01-09 19:00:00,2017,1,9,0,19
198,2017-01-09 20:00:00,2017-01-09 20:00:00,2017,1,9,0,20
199,2017-01-09 21:00:00,2017-01-09 21:00:00,2017,1,9,0,21
200,2017-01-09 22:00:00,2017-01-09 22:00:00,2017,1,9,0,22
201,2017-01-09 23:00:00,2017-01-09 23:00:00,2017,1,9,0,23
202,2017-01-10 00:00:00,2017-01-10 00:00:00,2017,1,10,1,0
203,2017-01-10 01:00:00,2017-01-10 01:00:00,2017,1,10,1,1
204,2017-01-10 02:00:00,2017-01-10 02:00:00,2017,1,10,1,2
205,2017-01-10 03:00:00,2017-01-10 03:00:00,2017,1,10,1,3
206,2017-01-10 04:00:00,2017-01-10 04:00:00,2017,1,10,1,4
207,2017-01-10 05:00:00,2017-01-10 05:00:00,2017,1,10,1,5
208,2017-01-10 06:00:00,2017-01-10 06:00:00,2017,1,10,1,6
209,2017-01-10 07:00:00,2017-01-10 07:00:00,2017,1,10,1,7
210,2017-01-10 08:00:00,2017-01-10 08:00:00,2017,1,10,1,8
211,2017-01-10 09:00:00,2017-01-10 09:00:00,2017,1,10,1,9
212,2017-01-10 10:00:00,2017-01-10 10:00:00,2017,1,10,1,10
213,2017-01-10 11:00:00,2017-01-10 11:00:00,2017,1,10,1,11
214,2017-01-10 12:00:00,2017-01-10 12:00:00,2017,1,10,1,12
215,2017-01-10 13:00:00,2017-01-10 13:00:00,2017,1,10,1,13
216,2017-01-10 14:00:00,2017-01-10 14:00:00,2017,1,10,1,14
217,2017-01-10 15:00:00,2017-01-10 15:00:00,2017,1,10,1,15
218,2017-01-10 16:00:00,2017-01-10 16:00:00,2017,1,10,1,16
219,2017-01-10 17:00:00,2017-01-10 17:00:00,2017,1,10,1,17
220,2017-01-10 18:00:00,2017-01-10 18:00:00,2017,1,10,1,18
221,2017-01-10 19:00:00,2017-01-10 19:00:00,2017,1,10,1,19
222,2017-01-10 20:00:00,2017-01-10 20:00:00,2017,1,10,1,20
223,2017-01-10 21:00:00,2017-01-10 21:00:00,2017,1,10,1,21
224,2017-01-10 22:00:00,2017-01-10 22:00:00,2017,1,10,1,22
225,2017-01-10 23:00:00,2017-01-10 23:00:00,2017,1,10,1,23
226,2017-01-11 00:00:00,2017-01-11 00:00:00,2017,1,11,2,0
227,2017-01-11 01:00:00,2017-01-11 01:00:00,2017,1,11,2,1
228,2017-01-11 02:00:00,2017-01-11 02:00:00,2017,1,11,2,2
229,2017-01-11 03:00:00,2017-01-11 03:00:00,2017,1,11,2,3
230,2017-01-11 04:00:00,2017-01-11 04:00:00,2017,1,11,2,4
231,2017-01-11 05:00:00,2017-01-11 05:00:00,2017,1,11,2,5
232,2017-01-11 06:00:00,2017-01-11 06:00:00,2017,1,11,2,6
233,2017-01-11 07:00:00,2017-01-11 07:00:00,2017,1,11,2,7
234,2017-01-11 08:00:00,2017-01-11 08:00:00,2017,1,11,2,8
235,2017-01-11 09:00:00,2017-01-11 09:00:00,2017,1,11,2,9
236,2017-01-11 10:00:00,2017-01-11 10:00:00,2017,1,11,2,10
237,2017-01-11 11:00:00,2017-01-11 11:00:00,2017,1,11,2,11
238,2017-01-11 12:00:00,2017-01-11 12:00:00,2017,1,11,2,12
239,2017-01-11 13:00:00,2017-01-11 13:00:00,2017,1,11,2,13
240,2017-01-11 14:00:00,2017-01-11 14:00:00,2017,1,11,2,14
241,2017-01-11 15:00:00,2017-01-11 15:00:00,2017,1,11,2,15
242,2017-01-11 16:00:00,2017-01-11 16:00:00,2017,1,11,2,16
243,2017-01-11 17:00:00,2017-01-11 17:00:00,2017,1,11,2,17
244,2017-01-11 18:00:00,2017-01-11 18:00:00,2017,1,11,2,18
245,2017-01-11 19:00:00,2017-01-11 19:00:00,2017,1,11,2,19
246,2017-01-11 20:00:00,2017-01-11 20:00:00,2017,1,11,2,20
247,2017-01-11 21:00:00,2017-01-11 21:00:00,2017,1,11,2,21
248,2017-01-11 22:00:00,2017-01-11 22:00:00,2017,1,11,2,22
249,2017-01-11 23:00:00,2017-01-11 23:00:00,2017,1,11,2,23
250,2017-01-12 00:00:00,2017-01-12 00:00:00,2017,1,12,3,0
251,2017-01-12 01:00:00,2017-01-12 01:00:00,2017,1,12,3,1
252,2017-01-12 02:00:00,2017-01-12 02:00:00,2017,1,12,3,2
253,2017-01-12 03:00:00,2017-01-12 03:00:00,2017,1,12,3,3
254,2017-01-12 04:00:00,2017-01-12 04:00:00,2017,1,12,3,4
255,2017-01-12 05:00:00,2017-01-12 05:00:00,2017,1,12,3,5
256,2017-01-12 06:00:00,2017-01-12 06:00:00,2017,1,12,3,6
257,2017-01-12 07:00:00,2017-01-12 07:00:00,2017,1,12,3,7
258,2017-01-12 08:00:00,2017-01-12 08:00:00,2017,1,12,3,8
259,2017-01-12 09:00:00,2017-01-12 09:00:00,2017,1,12,3,9
260,2017-01-12 10:00:00,2017-01-12 10:00:00,2017,1,12,3,10
261,2017-01-12 11:00:00,2017-01-12 11:00:00,2017,1,12,3,11
262,2017-01-12 12:00:00,2017-01-12 12:00:00,2017,1,12,3,12
263,2017-01-12 13:00:00,2017-01-12 13:00:00,2017,1,12,3,13
264,2017-01-12 14:00:00,2017-01-12 14:00:00,2017,1,12,3,14
265,2017-01-12 15:00:00,2017-01-12 15:00:00,2017,1,12,3,15
266,2017-01-12 16:00:00,2017-01-12 16:00:00,2017,1,12,3,16
267,2017-01-12 17:00:00,2017-01-12 17:00:00,2017,1,12,3,17
268,2017-01-12 18:00:00,2017-01-12 18:00:00,2017,1,12,3,18
269,2017-01-12 19:00:00,2017-01-12 19:00:00,2017,1,12,3,19
270,2017-01-12 20:00:00,2017-01-12 20:00:00,2017,1,12,3,20
271,2017-01-12 21:00:00,2017-01-12 21:00:00,2017,1,12,3,21
272,2017-01-12 22:00:00,2017-01-12 22:00:00,2017,1,12,3,22
273,2017-01-12 23:00:00,2017-01-12 23:00:00,2017,1,12,3,23
274,2017-01-13 00:00:00,2017-01-13 00:00:00,2017,1,13,4,0
275,2017-01-13 01:00:00,2017-01-13 01:00:00,2017,1,13,4,1
276,2017-01-13 02:00:00,2017-01-13 02:00:00,2017,1,13,4,2
277,2017-01-13 03:00:00,2017-01-13 03:00:00,2017,1,13,4,3
278,2017-01-13 04:00:00,2017-01-13 04:00:00,2017,1,13,4,4
279,2017-01-13 05:00:00,2017-01-13 05:00:00,2017,1,13,4,5
280,2017-01-13 06:00:00,2017-01-13 06:00:00,2017,1,13,4,6
281,2017-01-13 07:00:00,2017-01-13 07:00:00,2017,1,13,4,7
282,2017-01-13 08:00:00,2017-01-13 08:00:00,2017,1,13,4,8
283,2017-01-13 09:00:00,2017-01-13 09:00:00,2017,1,13,4,9
284,2017-01-13 10:00:00,2017-01-13 10:00:00,2017,1,13,4,10
285,2017-01-13 11:00:00,2017-01-13 11:00:00,2017,1,13,4,11
286,2017-01-13 12:00:00,2017-01-13 12:00:00,2017,1,13,4,12
287,2017-01-13 13:00:00,2017-01-13 13:00:00,2017,1,13,4,13
288,2017-01-13 14:00:00,2017-01-13 14:00:00,2017,1,13,4,14
289,2017-01-13 15:00:00,2017-01-13 15:00:00,2017,1,13,4,15
290,2017-01-13 16:00:00,2017-01-13 16:00:00,2017,1,13,4,16
291,2017-01-13 17:00:00,2017-01-13 17:00:00,2017,1,13,4,17
292,2017-01-13 18:00:00,2017-01-13 18:00:00,2017,1,13,4,18
293,2017-01-13 19:00:00,2017-01-13 19:00:00,2017,1,13,4,19
294,2017-01-13 20:00:00,2017-01-13 20:00:00,2017,1,13,4,20
295,2017-01-13 21:00:00,2017-01-13 21:00:00,2017,1,13,4,21
296,2017-01-13 22:00:00,2017-01-13 22:00:00,2017,1,13,4,22
297,2017-01-13 23:00:00,2017-01-13 23:00:00,2017,1,13,4,23
298,2017-01-14 00:00:00,2017-01-14 00:00:00,2017,1,14,5,0
299,2017-01-14 01:00:00,2017-01-14 01:00:00,2017,1,14,5,1
300,2017-01-14 02:00:00,2017-01-14 02:00:00,2017,1,14,5,2
301,2017-01-14 03:00:00,2017-01-14 03:00:00,2017,1,14,5,3
302,2017-01-14 04:00:00,2017-01-14 04:00:00,2017,1,14,5,4
303,2017-01-14 05:00:00,2017-01-14 05:00:00,2017,1,14,5,5
304,2017-01-14 06:00:00,2017-01-14 06:00:00,2017,1,14,5,6
305,2017-01-14 07:00:00,2017-01-14 07:00:00,2017,1,14,5,7
306,2017-01-14 08:00:00,2017-01-14 08:00:00,2017,1,14,5,8
307,2017-01-14 09:00:00,2017-01-14 09:00:00,2017,1,14,5,9
308,2017-01-14 10:00:00,2017-01-14 10:00:00,2017,1,14,5,10
309,2017-01-14 11:00:00,2017-01-14 11:00:00,2017,1,14,5,11
310,2017-01-14 12:00:00,2017-01-14 12:00:00,2017,1,14,5,12
311,2017-01-14 13:00:00,2017-01-14 13:00:00,2017,1,14,5,13
312,2017-01-14 14:00:00,2017-01-14 14:00:00,2017,1,14,5,14
313,2017-01-14 15:00:00,2017-01-14 15:00:00,2017,1,14,5,15
314,2017-01-14 16:00:00,2017-01-14 16:00:00,2017,1,14,5,16
315,2017-01-14 17:00:00,2017-01-14 17:00:00,2017,1,14,5,17
316,2017-01-14 18:00:00,2017-01-14 18:00:00,2017,1,14,5,18
317,2017-01-14 19:00:00,2017-01-14 19:00:00,2017,1,14,5,19
318,2017-01-14 20:00:00,2017-01-14 20:00:00,2017,1,14,5,20
319,2017-01-14 21:00:00,2017-01-14 21:00:00,2017,1,14,5,21
320,2017-01-14 22:00:00,2017-01-14 22:00:00,2017,1,14,5,22
321,2017-01-14 23:00:00,2017-01-14 23:00:00,2017,1,14,5,23
322,2017-01-15 00:00:00,2017-01-15 00:00:00,2017,1,15,6,0
323,2017-01-15 01:00:00,2017-01-15 01:00:00,2017,1,15,6,1
324,2017-01-15 02:00:00,2017-01-15 02:00:00,2017,1,15,6,2
325,2017-01-15 03:00:00,2017-01-15 03:00:00,2017,1,15,6,3
326,2017-01-15 04:00:00,2017-01-15 04:00:00,2017,1,15,6,4
327,2017-01-15 05:00:00,2017-01-15 05:00:00,2017,1,15,6,5
328,2017-01-15 06:00:00,2017-01-15 06:00:00,2017,1,15,6,6
329,2017-01-15 07:00:00,2017-01-15 07:00:00,2017,1,15,6,7
330,2017-01-15 08:00:00,2017-01-15 08:00:00,2017,1,15,6,8
331,2017-01-15 09:00:00,2017-01-15 09:00:00,2017,1,15,6,9
332,2017-01-15 10:00:00,2017-01-15 10:00:00,2017,1,15,6,10
333,2017-01-15 11:00:00,2017-01-15 11:00:00,2017,1,15,6,11
334,2017-01-15 12:00:00,2017-01-15 12:00:00,2017,1,15,6,12
335,2017-01-15 13:00:00,2017-01-15 13:00:00,2017,1,15,6,13
336,2017-01-15 14:00:00,2017-01-15 14:00:00,2017,1,15,6,14
337,2017-01-15 15:00:00,2017-01-15 15:00:00,2017,1,15,6,15
338,2017-01-15 16:00:00,2017-01-15 16:00:00,2017,1,15,6,16
339,2017-01-15 17:00:00,2017-01-15 17:00:00,2017,1,15,6,17
340,2017-01-15 18:00:00,2017-01-15 18:00:00,2017,1,15,6,18
341,2017-01-15 19:00:00,2017-01-15 19:00:00,2017,1,15,6,19
342,2017-01-15 20:00:00,2017-01-15 20:00:00,2017,1,15,6,20
343,2017-01-15 21:00:00,2017-01-15 21:00:00,2017,1,15,6,21
344,2017-01-15 22:00:00,2017-01-15 22:00:00,2017,1,15,6,22
345,2017-01-15 23:00:00,2017-01-15 23:00:00,2017,1,15,6,23
346,2017-01-16 00:00:00,2017-01-16 00:00:00,2017,1,16,0,0
347,2017-01-16 01:00:00,2017-01-16 01:00:00,2017,1,16,0,1
348,2017-01-16 02:00:00,2017-01-16 02:00:00,2017,1,16,0,2
349,2017-01-16 03:00:00,2017-01-16 03:00:00,2017,1,16,0,3
350,2017-01-16 04:00:00,2017-01-16 04:00:00,2017,1,16,0,4
351,2017-01-16 05:00:00,2017-01-16 05:00:00,2017,1,16,0,5
352,2017-01-16 06:00:00,2017-01-16 06:00:00,2017,1,16,0,6
353,2017-01-16 07:00:00,2017-01-16 07:00:00,2017,1,16,0,7
354,2017-01-16 08:00:00,2017-01-16 08:00:00,2017,1,16,0,8
355,2017-01-16 09:00:00,2017-01-16 09:00:00,2017,1,16,0,9
356,2017-01-16 10:00:00,2017-01-16 10:00:00,2017,1,16,0,10
